"","date","Spending_on_all_cards"
"681",2022-01-16,104.741477836942
"682",2022-01-17,104.388404740982
"683",2022-01-18,104.329011438462
"684",2022-01-19,104.225293012937
"685",2022-01-20,104.841263714225
"686",2022-01-21,105.960527682607
"687",2022-01-22,106.894381896136
"688",2022-01-23,107.841847974453
"689",2022-01-24,108.749325555404
"690",2022-01-25,110.160931106029
"691",2022-01-26,111.838163211635
"692",2022-01-27,113.393774395639
"693",2022-01-28,115.603917214915
"694",2022-01-29,116.759574182514
"695",2022-01-30,117.778556340631
"696",2022-01-31,119.645898806471
"697",2022-02-01,121.250887909473
"698",2022-02-02,121.73675136665
"699",2022-02-03,121.394715481646
"700",2022-02-04,119.907860528687
"701",2022-02-05,118.616766169065
"702",2022-02-06,117.954568374378
"703",2022-02-07,116.051623669393
"704",2022-02-08,113.70810444606
"705",2022-02-09,112.506597427259
"706",2022-02-10,112.051887497097
"707",2022-02-11,111.54212109107
"708",2022-02-12,111.692275436961
"709",2022-02-13,111.877833078431
"710",2022-02-14,111.937134636294
"711",2022-02-15,111.878447749809
"712",2022-02-16,111.302553897473
"713",2022-02-17,111.369152404336
"714",2022-02-18,109.963915187998
"715",2022-02-19,109.808889402684
"716",2022-02-20,108.660842099808
"717",2022-02-21,108.599721170538
"718",2022-02-22,109.255349872625
"719",2022-02-23,110.509993613813
"720",2022-02-24,111.590426639315
"721",2022-02-25,115.76843651634
"722",2022-02-26,117.360103766672
"723",2022-02-27,119.051488338185
"724",2022-02-28,121.759691056112
"725",2022-03-01,123.819253676035
"726",2022-03-02,124.607114831569
"727",2022-03-03,124.808631114558
"728",2022-03-04,123.773196423474
"729",2022-03-05,123.304432062272
"730",2022-03-06,122.85981962205
"731",2022-03-07,121.030934337015
"732",2022-03-08,119.281858445288
"733",2022-03-09,117.828477098591
"734",2022-03-10,117.499737383714
"735",2022-03-11,117.046305873127
"736",2022-03-12,116.255763262624
"737",2022-03-13,116.087394664293
"738",2022-03-14,115.976073457667
"739",2022-03-15,117.331306674121
"740",2022-03-16,123.152022247539
"741",2022-03-17,117.211888904574
"742",2022-03-18,109.931491942108
"743",2022-03-19,108.600987126133
"744",2022-03-20,107.802990266369
"745",2022-03-21,107.595553293454
"746",2022-03-22,106.003783926084
"747",2022-03-23,100.814923734349
"748",2022-03-24,106.721982534925
"749",2022-03-25,115.246442714298
"750",2022-03-26,118.518540305992
"751",2022-03-27,119.696917425047
"752",2022-03-28,120.28517795608
"753",2022-03-29,121.192647882287
"754",2022-03-30,122.452172814976
"755",2022-03-31,124.79235642475
"756",2022-04-01,125.058450008537
"757",2022-04-02,124.516826995835
"758",2022-04-03,124.642512355052
"759",2022-04-04,124.234773990892
"760",2022-04-05,124.67956599938
"761",2022-04-06,124.346816127716
"762",2022-04-07,122.773801199994
"763",2022-04-08,121.520559934179
"764",2022-04-09,121.141622885251
"765",2022-04-10,120.872629814249
"766",2022-04-11,121.388002970946
"767",2022-04-12,120.920986274901
"768",2022-04-13,121.520552286158
"769",2022-04-14,123.495487324894
"770",2022-04-15,120.771994495721
"771",2022-04-16,119.690674914289
"772",2022-04-17,116.781887574073
"773",2022-04-18,111.873521739532
"774",2022-04-19,111.750279217205
"775",2022-04-20,111.192597051161
"776",2022-04-21,108.653847556676
"777",2022-04-22,111.479923977076
"778",2022-04-23,112.171471181686
"779",2022-04-24,115.069897341961
"780",2022-04-25,120.106270069586
"781",2022-04-26,120.217661052708
"782",2022-04-27,120.594781347247
"783",2022-04-28,123.128553109426
"784",2022-04-29,126.01977770767
"785",2022-04-30,128.16882146842
"786",2022-05-01,129.871931638566
"787",2022-05-02,127.96063826055
"788",2022-05-03,128.569214002736
"789",2022-05-04,128.700371355243
"790",2022-05-05,126.855396558068
"791",2022-05-06,124.286910852167
"792",2022-05-07,122.352253414982
